品种：苹果AP     日期：2021-04-06,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
8,天风期货,"1,066",17,民生期货,"1,750",0
9,长江期货,736,0,华金期货,"1,254",50
10,华泰期货,710,50,天风期货,"1,032",29
11,新湖期货,700,5,新湖期货,748,55
12,冠通期货,665,82,长江期货,732,1
13,上海东亚,475,1,上海东亚,450,0
14,永安期货,451,24,华安期货,446,5
15,迈科期货,405,25,招商期货,434,358
16,财信期货,400,49,财信期货,399,43
17,鲁证期货,383,16,方正中期,296,-4
18,华安期货,373,-1,大连良运,281,0
19,银河期货,353,28,国贸期货,199,95
20,南华期货,329,55,东证期货,184,-2
合计,,"36,295",327,,"39,313",654
合约：MA202     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,银河期货,"5,994",0,银河期货,"5,997",-1
2,冠通期货,"2,150",0,冠通期货,"2,150",0
3,上海东亚,"1,160",0,上海东亚,"1,160",0
4,天风期货,"1,000",0,天风期货,"1,000",0
5,长江期货,730,0,长江期货,730,0
6,国信期货,600,0,国信期货,609,0
7,大连良运,280,0,大连良运,280,0
8,瑞达期货,5,0,中信期货,2,0
9,大有期货,2,0,广州期货,2,0
10,永安期货,2,0,-,-,-
11,徽商期货,1,0,-,-,-
12,中信期货,1,-1,-,-,-
13,中银国际,1,0,-,-,-
14,浙商期货,1,0,-,-,-
15,中国国际,1,0,-,-,-
16,国富期货,1,0,-,-,-
17,混沌天成期货,1,0,-,-,-
合计,,"11,930",-1,,"11,930",-1
合约：OI105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中粮期货,"6,768",210,中粮期货,"10,127",-198
2,东证期货,"4,952",251,国投安信期货,"6,680",-710
3,国盛期货,"4,860",21,东证期货,"5,411",86
4,中信期货,"4,627",-224,英大期货,"4,282",-16
5,国泰君安,"3,672",170,中信期货,"2,970",371
6,永安期货,"3,180",-28,兴证期货,"2,865",-10
7,中信建投,"2,730",-752,信达期货,"2,592",-7
8,西部期货,"2,361",-19,海通期货,"2,380",756
9,兴证期货,"2,341",560,安粮期货,"2,222",150
10,海通期货,"2,079",-294,光大期货,"1,865",54
11,光大期货,"1,941",191,摩根大通,"1,733",0
12,华泰期货,"1,857",204,瑞达期货,"1,611",20
13,申银万国,"1,729",11,中信建投,"1,561",-948
14,首创期货,"1,684",23,华金期货,"1,531",-186
15,先锋期货,"1,655",64,国富期货,"1,329",812
16,瑞达期货,"1,418",-23,国联期货,"1,101",-71
17,东吴期货,"1,153",-433,方正中期,"1,086",-27
18,招商期货,"1,019",42,华泰期货,946,-168
19,一德期货,"1,008",333,鲁证期货,885,42
20,创元期货,822,70,广发期货,884,-35
合计,,"51,856",377,,"54,061",-85
合约：OI109     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中粮期货,"8,866","1,802",中粮期货,"21,154",452
2,国富期货,"8,796","-1,296",光大期货,"9,439",256
3,中信期货,"8,162",403,国投安信期货,"6,574",92
4,东证期货,"6,109",219,安粮期货,"6,336",110
5,建信期货,"5,363",44,中信期货,"6,284",117
6,申银万国,"4,390",-950,瑞达期货,"5,311",481
7,西部期货,"3,843",-41,永安期货,"4,659",27
8,国投安信期货,"3,622",512,国盛期货,"3,709",125
9,国泰君安,"3,372",554,中信建投,"3,168",54
10,长安期货,"3,210",-2,海通期货,"2,279",466
11,中信建投,"2,464",-75,英大期货,"2,122",11
12,浙商期货,"2,112",-80,兴证期货,"1,758",-26
13,宏源期货,"2,016",-487,新湖期货,"1,417",-14
14,海通期货,"1,995",680,先锋期货,"1,345",5
15,摩根大通,"1,978",16,海证期货,"1,302",53
16,华泰期货,"1,783",-79,银河期货,"1,287",-34
17,永安期货,"1,400",68,东吴期货,"1,198",-243
18,银河期货,"1,359",-146,华泰期货,"1,022",-105
19,光大期货,"1,304",-513,华西期货,988,164
20,新湖期货,"1,219",-6,中投天琪,950,8
合计,,"73,363",623,,"82,302","1,999"
合约：OI201     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,国富期货,"3,451",-516,中粮期货,"5,096",-46
2,银河期货,"2,368",9,光大期货,"3,503",7
3,建信期货,"1,461",0,安粮期货,940,0
4,大有期货,"1,047",1,国信期货,515,-38
5,申银万国,809,8,国投安信期货,468,-50
6,倍特期货,650,0,摩根大通,390,0
7,国盛期货,569,117,华泰期货,349,-2
8,国信期货,516,1,中信期货,302,-13
9,长安期货,446,"-1,034",中银国际,270,0
10,一德期货,410,10,南华期货,246,0
11,华泰期货,394,2,中天期货,237,-5
12,中银国际,369,0,中大期货,205,-200
13,徽商期货,304,49,民生期货,192,-2
14,海通期货,202,1,东吴期货,163,-110
15,民生期货,186,0,福能期货,147,-2
16,上海大陆,157,120,美尔雅,139,-55
17,格林大华期货,151,135,天风期货,137,1
18,东证期货,150,0,永安期货,104,-31
19,中粮期货,139,47,华融融达期货,100,0
20,天风期货,130,0,一德期货,100,-4
合计,,"13,909","-1,050",,"13,603",-550
合约：PF105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,永安期货,"12,018",-994,永安期货,"17,075",-343
2,浙商期货,"5,798","2,660",申银万国,"5,864",-117
3,南华期货,"3,287","-1,334",国泰君安,"5,466",-202
4,申银万国,"3,261",-208,宝城期货,"5,429",-370
5,国泰君安,"3,160",-917,中信期货,"4,837",-613
6,鲁证期货,"3,138",-4,国贸期货,"3,397",-179
7,平安期货,"2,617",25,方正中期,"3,041",-279
8,徽商期货,"2,615",128,中粮期货,"2,999",6
9,中信期货,"2,312",526,国投安信期货,"2,736",245
10,东海期货,"2,022","-1,259",宏源期货,"2,305",-478
11,天风期货,"1,884",-11,瑞达期货,"2,263",4
12,东证期货,"1,881",-243,中财期货,"2,180",-95
13,华泰期货,"1,834",-238,浙商期货,"2,159",22
14,中信建投,"1,761",-469,银河期货,"2,103",-402
15,光大期货,"1,698",144,华泰期货,"2,003",127
16,银河期货,"1,696",-123,建信期货,"1,689",-51
17,海通期货,"1,457",-108,南华期货,"1,604",-248
18,宏源期货,"1,357",-12,兴证期货,"1,400",-720
19,上海中期,"1,302",45,中大期货,"1,352",36
20,五矿经易期货,"1,285",129,东证期货,"1,256",322
合计,,"56,383","-2,263",,"71,158","-3,335"
合约：PF107     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,永安期货,"12,182",616,永安期货,"19,150",-128
2,五矿经易期货,"7,481",-198,五矿经易期货,"7,678",-179
3,国泰君安,"4,798",102,申银万国,"3,813",-6
4,东吴期货,"1,855",-675,光大期货,"3,755",610
5,方正中期,"1,801",47,国贸期货,"2,504",90
6,申银万国,"1,517",133,国泰君安,"1,758",147
7,国贸期货,"1,414",-8,方正中期,"1,309",-6
8,国信期货,"1,371",-168,兴证期货,"1,211",2
9,格林大华期货,"1,369",31,广发期货,"1,192",102
10,兴证期货,"1,249",16,平安期货,"1,001",-24
11,东证期货,"1,125",-63,招商期货,996,-3
12,招商期货,"1,057",5,东证期货,855,18
13,银河期货,"1,033",-25,南华期货,803,46
14,华泰期货,991,75,中信建投,768,-11
15,平安期货,988,-105,天风期货,733,-107
16,中信建投,961,68,东吴期货,696,16
17,建信期货,955,7,招金期货,673,-258
18,美尔雅,840,-150,东海期货,663,49
19,海证期货,837,-14,恒泰期货,640,1
20,恒泰期货,663,-6,大有期货,633,0
合计,,"44,487",-312,,"50,831",359
合约：PF109     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,永安期货,"3,922",640,永安期货,"6,150",262
2,徽商期货,"3,737",493,国泰君安,"4,184",352
3,东吴期货,"2,544",155,国贸期货,"2,560",-6
4,国贸期货,"2,342",54,徽商期货,"2,370",-6
5,中信期货,"1,487",432,东吴期货,"2,188",657
6,申银万国,"1,391",-4,申银万国,"1,805",153
7,东证期货,"1,242",31,鲁证期货,"1,572",9
8,广发期货,"1,205",105,上海中期,"1,561",131
9,东海期货,"1,153",-510,广发期货,"1,301",149
10,鲁证期货,"1,133",10,中信期货,"1,204",204
11,中大期货,"1,096",-121,美尔雅,"1,118",620
12,中辉期货,993,376,华泰期货,"1,096",63
13,国信期货,981,22,海通期货,"1,010",52
14,西南期货,977,6,浙商期货,979,-100
15,国泰君安,977,275,弘业期货,962,-54
16,安粮期货,927,153,安粮期货,879,-38
17,华泰期货,915,38,格林大华期货,856,0
18,光大期货,891,104,平安期货,829,-73
19,银河期货,850,162,银河期货,784,4
20,美尔雅,789,-434,宝城期货,714,3
合计,,"29,552","1,987",,"34,122","2,382"
合约：PK110     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,汇鑫期货,"1,046",-4,国投安信期货,765,0
2,一德期货,456,10,中粮期货,441,-9
3,国泰君安,364,45,弘业期货,365,20
4,广发期货,363,5,鲁证期货,356,50
5,东吴期货,351,9,银河期货,305,3
6,中信建投,328,18,浙商期货,301,-1
7,中信期货,262,-8,华泰期货,288,99
8,招商期货,248,0,宏源期货,288,-1
9,东方财富,246,17,东航期货,261,-3
10,永安期货,241,-10,招金期货,259,1
11,光大期货,219,-65,中信建投,251,5
12,华泰期货,206,-48,永安期货,192,-12
13,宏源期货,200,31,金瑞期货,191,0
14,银河期货,199,5,瑞达期货,185,-7
15,华安期货,195,30,东证期货,179,-1
16,徽商期货,189,6,东方财富,175,0
17,格林大华期货,183,-3,华闻期货,171,6
18,方正中期,183,0,申银万国,168,-3
19,国投安信期货,177,2,五矿经易期货,162,-4
20,鲁证期货,165,-1,广发期货,141,-10
合计,,"5,821",39,,"5,444",133
合约：PM105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,福能期货,7,0,华融融达期货,11,0
2,国投安信期货,4,0,中州期货,2,0
3,徽商期货,2,0,-,-,-
合计,,13,0,,13,0
合约：RM105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中粮期货,"15,303",117,中粮期货,"17,330","-1,155"
2,国泰君安,"14,426",-918,西部期货,"12,291",-51
3,中信期货,"13,929","-3,690",国泰君安,"11,082","-3,433"
4,东证期货,"13,456","-9,564",中信期货,"10,128",-118
5,华泰期货,"7,331","-2,397",光大期货,"9,265",-317
6,海通期货,"6,531","-1,664",兴证期货,"8,723",-570
7,方正中期,"5,403",-645,国投安信期货,"8,226","-1,717"
8,兴证期货,"5,333",-938,华泰期货,"5,799","1,734"
9,宏源期货,"4,609","2,036",银河期货,"5,314",-196
10,申银万国,"4,585",-899,浙商期货,"5,139","-2,213"
11,中投天琪,"4,443",-548,东证期货,"4,839","-1,734"
12,鲁证期货,"3,999",14,宏源期货,"4,229",310
13,东吴期货,"3,948","1,007",徽商期货,"4,174",-504
14,瑞达期货,"3,940",-968,东方财富,"3,600","-1,451"
15,永安期货,"3,827",-28,华安期货,"3,351",-867
16,国贸期货,"3,619","2,375",新湖期货,"3,163",-6
17,海证期货,"3,517",15,永安期货,"3,121",-606
18,新湖期货,"2,981",203,国富期货,"2,947",-251
19,徽商期货,"2,682",686,华融融达期货,"2,792","1,277"
20,银河期货,"2,557",-303,东吴期货,"2,767",123
合计,,"126,419","-16,109",,"128,280","-11,745"
合约：RM107     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,五矿经易期货,"4,663",13,中粮期货,"6,011",3
2,华泰期货,"1,857",-341,五矿经易期货,"4,445",0
3,申银万国,"1,857",160,瑞达期货,"2,622",-1
4,福能期货,"1,391",493,安粮期货,"2,562","2,521"
5,方正中期,"1,344",742,华安期货,"2,260","2,218"
6,美尔雅,"1,087",626,弘业期货,"1,462",149
7,中辉期货,"1,003",284,华泰期货,"1,395",-488
8,国海良时,939,-9,兴证期货,"1,321",-42
9,海证期货,939,381,国元期货,"1,260",587
10,创元期货,843,297,大有期货,"1,165",0
11,银河期货,737,-37,鲁证期货,954,-59
12,徽商期货,736,231,一德期货,908,584
13,浙商期货,728,-34,中信期货,801,-73
14,鑫鼎盛期货,677,201,国投安信期货,762,53
15,鲁证期货,635,173,海证期货,729,677
16,国投安信期货,606,47,中信建投,613,-6
17,东证期货,603,65,东证期货,533,-19
18,兴证期货,596,135,锦泰期货,335,3
19,瑞达期货,556,263,海通期货,304,-10
20,中信期货,549,-5,浙商期货,269,-106
合计,,"22,346","3,685",,"30,711","5,991"
合约：RM109     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中信期货,"19,553","1,729",光大期货,"32,900","2,692"
2,永安期货,"12,434",-265,中粮期货,"30,508","6,119"
3,国泰君安,"12,426",227,鲁证期货,"14,924","2,470"
4,中粮期货,"10,507","4,713",浙商期货,"11,881","2,414"
5,海通期货,"7,533",258,国泰君安,"10,527","2,601"
6,申银万国,"7,498",397,兴证期货,"10,272",177
7,华泰期货,"7,050",680,中信期货,"9,648",20
8,新湖期货,"6,977",111,徽商期货,"8,604",-44
9,徽商期货,"6,434",400,东证期货,"6,994","1,139"
10,美尔雅,"5,936","1,295",国投安信期货,"6,410","2,123"
11,东证期货,"5,859","1,237",广发期货,"5,821",377
12,创元期货,"5,309",-142,华泰期货,"5,330",-12
13,中投天琪,"4,878",298,瑞达期货,"4,608",-94
14,海证期货,"4,740",561,弘业期货,"4,196",277
15,宏源期货,"4,676",-1,中信建投,"4,058",382
16,中信建投,"4,541",-23,宏源期货,"3,687",-328
17,浙商期货,"4,461",315,方正中期,"3,623",735
18,瑞达期货,"3,843",173,一德期货,"3,613",4
19,广发期货,"3,777",2,华安期货,"3,559",61
20,福能期货,"3,679",658,申银万国,"3,406",-483
合计,,"142,111","12,623",,"184,569","20,630"
合约：RM201     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,大地期货,"5,400",888,中粮期货,"9,982","-1,023"
2,海航期货,"3,041",210,美尔雅,"4,948",591
3,美尔雅,"3,034",-111,创元期货,"2,172",313
4,国投安信期货,"2,485",-157,福能期货,"2,125",509
5,中信期货,"2,400",-316,中信期货,"2,046",-1
6,国信期货,"1,648",140,华泰期货,"1,222",199
7,五矿经易期货,"1,607",153,南华期货,"1,176",434
8,安粮期货,"1,570",-106,中辉期货,"1,155",242
9,弘业期货,"1,278",31,海证期货,"1,117",-451
10,首创期货,"1,082",26,鑫鼎盛期货,"1,077",366
11,国海良时,"1,004",-44,首创期货,"1,062",-4
12,徽商期货,996,18,盛达期货,968,349
13,中粮期货,885,-617,瑞达期货,883,166
14,宏源期货,846,-478,国泰君安,847,261
15,格林大华期货,790,-64,招商期货,756,227
16,华安期货,776,47,广发期货,719,582
17,华泰期货,761,-129,先锋期货,712,133
18,中辉期货,693,-168,银河期货,700,184
19,南华期货,664,-58,申银万国,637,131
20,东吴期货,631,72,鲁证期货,625,"-2,871"
合计,,"31,591",-663,,"34,929",337
合约：RS107     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,大有期货,24,4,长江期货,35,5
2,华闻期货,7,-3,国投安信期货,3,0
3,财信期货,5,2,鲁证期货,2,0
4,创元期货,3,-2,华泰期货,1,0
5,招金期货,3,3,招商期货,1,1
6,民生期货,2,0,方正中期,1,-1
7,广发期货,2,0,中原期货,1,0
8,新纪元期货,1,0,光大期货,1,0
9,招商期货,1,1,浙商期货,1,0
10,-,-,-,华安期货,1,0
11,-,-,-,首创期货,1,0
12,-,-,-,-,-,-
合计,,48,5,,48,5
合约：SA104     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,兴证期货,842,-40,银河期货,800,0
2,大有期货,813,0,国泰君安,610,0
3,国投安信期货,600,0,永安期货,520,0
4,国海良时,239,0,弘业期货,324,0
5,国泰君安,200,0,中原期货,201,0
6,浙商期货,63,0,中州期货,114,30
7,-,-,-,广州期货,100,0
8,-,-,-,金瑞期货,88,0
合计,,"2,757",-40,,"2,757",30
合约：SA105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,国泰君安,"27,422","2,827",永安期货,"18,582",31
2,永安期货,"11,476","1,231",东证期货,"11,151","-8,112"
3,光大期货,"11,336","-13,901",光大期货,"9,429","-14,454"
4,申银万国,"7,133",73,中信期货,"8,629",920
5,东证期货,"5,207","-9,408",国泰君安,"6,242","2,194"
6,徽商期货,"5,171",556,鲁证期货,"5,840","1,157"
7,弘业期货,"4,913",267,中信建投,"5,649","1,789"
8,中信期货,"4,866","-2,155",华泰期货,"5,625","-1,000"
9,方正中期,"4,507",277,大有期货,"5,246",73
10,华泰期货,"4,382","-1,779",中粮期货,"5,213","-1,327"
11,五矿经易期货,"3,663",134,银河期货,"4,901",721
12,冠通期货,"3,449",74,东兴期货,"4,533",416
13,东方财富,"3,261","1,244",一德期货,"4,197",-94
14,浙商期货,"3,049",981,兴证期货,"3,807",-490
15,银河期货,"2,937",-140,上海大陆,"3,597",214
16,广发期货,"2,899",318,宏源期货,"3,501",994
17,海证期货,"2,831",231,瑞达期货,"3,303","1,141"
18,新湖期货,"2,568","-2,220",冠通期货,"3,259",-6
19,宏源期货,"2,557",30,浙商期货,"3,168",-143
20,中财期货,"2,463",-279,海通期货,"2,870",-778
合计,,"116,090","-21,639",,"118,742","-16,754"
合约：SA106     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,瑞达期货,"2,200",-10,银河期货,"1,688",-1
2,永安期货,"1,204",0,招商期货,992,3
3,兴证期货,"1,098",-1,中信期货,737,-110
4,招商期货,992,11,长江期货,694,0
5,锦泰期货,663,0,锦泰期货,663,0
6,五矿经易期货,584,0,兴证期货,598,-1
7,长江期货,503,0,五矿经易期货,586,0
8,中信期货,411,2,方正中期,402,-4
9,方正中期,385,11,浙商期货,399,0
10,国投安信期货,353,2,国投安信期货,361,2
11,国信期货,313,2,中原期货,355,0
12,东海期货,200,0,国信期货,314,4
13,银河期货,101,0,永安期货,220,10
14,国富期货,50,0,海通期货,214,96
15,东证期货,46,-11,中财期货,205,2
16,中大期货,30,0,上海大陆,201,0
17,中辉期货,30,-20,江西瑞奇,103,15
18,中信建投,28,27,弘业期货,72,0
19,徽商期货,13,1,冠通期货,70,-7
20,福能期货,13,-35,国富期货,62,0
合计,,"9,217",-21,,"8,936",9
合约：SA107     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,五矿经易期货,"1,357",0,瑞达期货,"2,200",0
2,招商期货,"1,352",-2,五矿经易期货,"1,357",0
3,中信期货,"1,001",-6,永安期货,"1,000",-1
4,国泰君安,835,69,招商期货,989,2
5,永安期货,760,78,兴证期货,784,9
6,长江期货,540,44,中信期货,512,0
7,中大期货,462,0,长江期货,502,0
8,东证期货,425,-18,中大期货,462,0
9,方正中期,352,1,中粮期货,385,0
10,国投安信期货,351,-3,国投安信期货,352,2
11,锦泰期货,313,0,方正中期,352,0
12,兴证期货,289,7,东证期货,313,-16
13,海证期货,237,-6,锦泰期货,313,0
14,国海良时,230,0,浙商期货,302,2
15,海通期货,192,55,广发期货,52,51
16,招金期货,168,0,华泰期货,42,-1
17,中财期货,148,0,鲁证期货,28,20
18,一德期货,127,0,国富期货,19,-6
19,东海期货,107,-11,国信期货,18,0
20,天风期货,102,0,中辉期货,18,-21
合计,,"9,348",208,,"10,000",41
合约：SA109     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,国泰君安,"13,311",-194,广发期货,"14,584","1,055"
2,中信期货,"7,819",8,永安期货,"13,845",56
3,方正中期,"7,664","1,494",华泰期货,"10,526",356
4,永安期货,"7,301","1,061",国泰君安,"9,218",885
5,华安期货,"6,771","1,066",南华期货,"9,150",-163
6,中粮期货,"6,762",-479,宝城期货,"8,941",237
7,建信期货,"6,716",-91,国投安信期货,"8,473",23
8,混沌天成期货,"6,482","1,936",中粮期货,"8,000",515
9,中原期货,"5,957",161,五矿经易期货,"6,546",158
10,华融融达期货,"5,585",69,中信期货,"5,328","1,403"
11,五矿经易期货,"5,104",260,大地期货,"5,197",63
12,银河期货,"4,877",147,徽商期货,"4,580",844
13,鲁证期货,"4,640",67,天风期货,"4,127",4
14,国投安信期货,"4,422",403,华安期货,"3,701",531
15,海证期货,"4,259",492,金瑞期货,"3,664",307
16,申银万国,"4,258",75,浙商期货,"3,438",-410
17,信达期货,"3,575",-5,海通期货,"3,158",259
18,一德期货,"3,409",-9,光大期货,"2,969",-62
19,海通期货,"3,358",285,中财期货,"2,636",216
20,安粮期货,"3,353",187,方正中期,"2,535",-494
合计,,"115,623","6,933",,"130,616","5,783"
合约：SA201     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,国投安信期货,"2,229",388,光大期货,"3,518",32
2,中粮期货,"1,912",-2,宝城期货,"1,914",54
3,长江期货,"1,753",7,中信期货,"1,787",164
4,中信期货,"1,606",2,五矿经易期货,"1,539","1,502"
5,新湖期货,"1,482",0,国金期货,"1,339","-1,035"
6,国泰君安,"1,469",-27,大地期货,"1,310",-48
7,永安期货,"1,429",29,方正中期,"1,029",-161
8,浙商期货,"1,240",3,永安期货,988,30
9,盛达期货,"1,125",-36,中粮期货,968,-466
10,上海大陆,"1,003",0,上海大陆,824,70
11,华融融达期货,822,0,中辉期货,804,0
12,美尔雅,768,13,浙商期货,720,149
13,鲁证期货,690,-91,广发期货,717,-348
14,瑞达期货,602,-19,申银万国,597,-69
15,中投天琪,600,0,国泰君安,554,46
16,华安期货,563,-10,华安期货,539,-53
17,大地期货,535,-31,美尔雅,497,-4
18,上海东亚,499,71,长江期货,385,-7
19,国海良时,491,5,上海中期,321,3
20,建信期货,470,279,华泰期货,305,-30
合计,,"21,288",581,,"20,655",-171
合约：SF104     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,国泰君安,521,0,美尔雅,400,0
2,中大期货,150,0,一德期货,190,0
3,东兴期货,130,0,中原期货,139,0
4,国投安信期货,112,62,华融融达期货,110,0
5,中信期货,30,0,上海中期,100,0
6,上海中期,21,0,国海良时,41,0
7,华融融达期货,6,0,-,-,-
8,国贸期货,5,0,-,-,-
9,东海期货,5,0,-,-,-
合计,,980,62,,980,0
合约：SF105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,平安期货,"10,401",179,银河期货,"9,846","2,014"
2,银河期货,"10,075","2,595",中信期货,"8,170",802
3,东证期货,"8,921","4,098",东证期货,"7,813","2,122"
4,中信期货,"7,219",663,国泰君安,"5,002",70
5,国泰君安,"5,755",386,华泰期货,"4,005",-623
6,华闻期货,"3,220",-363,五矿经易期货,"3,761",-56
7,新湖期货,"3,080","-1,199",华闻期货,"3,676",-438
8,兴证期货,"2,732","-1,622",兴证期货,"3,233",537
9,光大期货,"2,677",166,永安期货,"3,122",692
10,华泰期货,"2,514","-1,846",新湖期货,"3,109","-1,149"
11,国富期货,"2,471",164,一德期货,"2,946",-545
12,永安期货,"2,384",480,宏源期货,"2,633",156
13,国贸期货,"2,011",-32,海通期货,"2,376",193
14,中粮期货,"1,843","1,273",光大期货,"2,228",-62
15,徽商期货,"1,769",66,中原期货,"2,094",-65
16,东方财富,"1,712",-29,金元期货,"1,959",400
17,海通期货,"1,652",-543,中大期货,"1,694",353
18,一德期货,"1,608",-843,华西期货,"1,632",-182
19,混沌天成期货,"1,523",316,海证期货,"1,591",276
20,鲁证期货,"1,402",-6,中粮期货,"1,507",151
合计,,"74,969","3,903",,"72,397","4,646"
合约：SF107     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,五矿经易期货,"2,612",0,银河期货,"3,176",246
2,平安期货,"1,311",-1,五矿经易期货,"3,012",-200
3,中信期货,898,-3,中信期货,"1,001",2
4,中粮期货,896,30,国泰君安,975,-4
5,华融融达期货,800,0,中原期货,962,0
6,国投安信期货,730,10,东证期货,497,-9
7,浙商期货,618,-1,华融融达期货,480,0
8,弘业期货,614,108,弘业期货,447,2
9,国贸期货,540,0,永安期货,417,9
10,东证期货,517,-9,国投安信期货,322,1
11,广州期货,502,0,华泰期货,252,0
12,南华期货,500,0,国元期货,232,93
13,大有期货,432,-5,瑞达期货,178,39
14,国泰君安,408,70,新湖期货,173,-12
15,永安期货,401,-1,一德期货,150,50
16,国元期货,325,10,中粮期货,108,32
17,东兴期货,231,38,中钢期货,100,-5
18,山金期货,201,0,宏源期货,95,-27
19,中辉期货,145,-34,兴证期货,60,0
20,财信期货,125,-8,徽商期货,52,-16
合计,,"12,806",204,,"12,689",201
合约：SF109     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中信期货,"4,071",117,国投安信期货,"5,303",395
2,平安期货,"3,274",722,中信期货,"5,299",79
3,申银万国,"2,344",-215,五矿经易期货,"2,839",465
4,宏源期货,"2,313",-201,银河期货,"2,367",314
5,浙商期货,"2,210","-1,405",东兴期货,"2,355",79
6,永安期货,"1,528",419,中原期货,"2,241",457
7,国投安信期货,"1,500",101,国泰君安,"2,179","1,017"
8,国贸期货,"1,464",109,永安期货,"1,728","-1,728"
9,中信建投,"1,457",11,华融融达期货,"1,630",16
10,银河期货,"1,444",68,东证期货,"1,597",145
11,中粮期货,"1,239",353,中粮期货,"1,451",565
12,华泰期货,"1,226",115,平安期货,"1,372",14
13,华融融达期货,"1,203",-59,中州期货,"1,204",54
14,恒泰期货,939,16,宏源期货,913,40
15,华鑫期货,887,197,浙商期货,838,200
16,国泰君安,829,220,徽商期货,836,-20
17,徽商期货,798,-30,弘业期货,739,150
18,建信期货,767,-195,国贸期货,731,-165
19,一德期货,767,143,一德期货,630,-186
20,先锋期货,761,-78,南华期货,581,3
合计,,"31,021",408,,"36,833","1,894"
合约：SM104     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,中信期货,"1,010",-50,银河期货,625,-50
2,东兴期货,587,232,东证期货,400,0
3,中大期货,310,-190,国海良时,400,0
4,五矿经易期货,178,13,中电投先融,400,0
5,方正中期,139,0,弘业期货,200,0
6,国投安信期货,88,0,国贸期货,99,0
7,中粮期货,21,0,国投安信期货,88,0
8,东吴期货,10,10,东海期货,88,0
9,-,-,-,中粮期货,21,-270
10,-,-,-,光大期货,19,0
11,-,-,-,浙商期货,3,0
合计,,"2,343",15,,"2,343",-320
合约：SM105     日期：2021-04-06,,,,,,
名次,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
1,浙商期货,"12,630","1,822",中信期货,"12,237",121
2,中信期货,"10,048",-142,国泰君安,"10,866",65
3,国泰君安,"6,811",199,华泰期货,"7,706","2,581"
4,国投安信期货,"5,826",-76,东证期货,"5,190",-748
5,东证期货,"4,903",295,兴证期货,"5,190",343
6,五矿经易期货,"4,586",887,银河期货,"4,347","-3,062"
7,银河期货,"4,577",685,海通期货,"3,657","1,343"
8,东兴期货,"4,483",385,申银万国,"3,424",-130
9,华泰期货,"4,191",339,宏源期货,"3,417",-449
10,上海中期,"4,180",160,瑞达期货,"2,552",127
11,国贸期货,"4,086",524,倍特期货,"2,535",-2
12,一德期货,"3,909",-311,金元期货,"2,370","1,308"
13,永安期货,"3,248",333,海证期货,"2,252",230
14,大地期货,"3,226","1,562",浙商期货,"2,158",90
